2010-07-14-17:47:00.000-06:00I----- pdweb.http avg-worker	 : 1.038
2010-07-14-17:47:00.000-06:00I----- pdweb.http total-worker	 : 2:13:21.212
2010-07-14-17:47:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.076
2010-07-14-17:47:00.000-06:00I----- pdweb.http avg-webseal	 : 1.038
2010-07-14-17:47:00.000-06:00I----- pdweb.http total-webseal	 : 2:13:20.395
2010-07-14-17:48:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:48:00.000-06:00I----- pdweb.http reqs	 : 7872
2010-07-14-17:48:00.000-06:00I----- pdweb.http max-worker	 : 2:54.076
2010-07-14-17:48:00.000-06:00I----- pdweb.http avg-worker	 : 1.021
2010-07-14-17:48:00.000-06:00I----- pdweb.http total-worker	 : 2:13:59.406
2010-07-14-17:48:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.076
2010-07-14-17:48:00.000-06:00I----- pdweb.http avg-webseal	 : 1.021
2010-07-14-17:48:00.000-06:00I----- pdweb.http total-webseal	 : 2:13:58.571
2010-07-14-17:49:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:49:00.000-06:00I----- pdweb.http reqs	 : 8036
2010-07-14-17:49:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:49:00.000-06:00I----- pdweb.http avg-worker	 : 1.027
2010-07-14-17:49:00.000-06:00I----- pdweb.http total-worker	 : 2:17:31.554
2010-07-14-17:49:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:49:00.000-06:00I----- pdweb.http avg-webseal	 : 1.026
2010-07-14-17:49:00.000-06:00I----- pdweb.http total-webseal	 : 2:17:30.695
2010-07-14-17:50:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:50:00.000-06:00I----- pdweb.http reqs	 : 8202
2010-07-14-17:50:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:50:00.000-06:00I----- pdweb.http avg-worker	 : 1.031
2010-07-14-17:50:00.000-06:00I----- pdweb.http total-worker	 : 2:21:01.533
2010-07-14-17:50:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:50:00.000-06:00I----- pdweb.http avg-webseal	 : 1.031
2010-07-14-17:50:00.000-06:00I----- pdweb.http total-webseal	 : 2:21:00.656
2010-07-14-17:51:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:51:00.000-06:00I----- pdweb.http reqs	 : 8368
2010-07-14-17:51:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:51:00.000-06:00I----- pdweb.http avg-worker	 : 1.035
2010-07-14-17:51:00.000-06:00I----- pdweb.http total-worker	 : 2:24:24.317
2010-07-14-17:51:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:51:00.000-06:00I----- pdweb.http avg-webseal	 : 1.035
2010-07-14-17:51:00.000-06:00I----- pdweb.http total-webseal	 : 2:24:23.418
2010-07-14-17:52:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:52:00.000-06:00I----- pdweb.http reqs	 : 8532
2010-07-14-17:52:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:52:00.000-06:00I----- pdweb.http avg-worker	 : 1.036
2010-07-14-17:52:00.000-06:00I----- pdweb.http total-worker	 : 2:27:23.232
2010-07-14-17:52:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:52:00.000-06:00I----- pdweb.http avg-webseal	 : 1.036
2010-07-14-17:52:00.000-06:00I----- pdweb.http total-webseal	 : 2:27:22.317
2010-07-14-17:53:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:53:00.000-06:00I----- pdweb.http reqs	 : 8699
2010-07-14-17:53:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:53:00.000-06:00I----- pdweb.http avg-worker	 : 1.040
2010-07-14-17:53:00.000-06:00I----- pdweb.http total-worker	 : 2:30:49.832
2010-07-14-17:53:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:53:00.000-06:00I----- pdweb.http avg-webseal	 : 1.040
2010-07-14-17:53:00.000-06:00I----- pdweb.http total-webseal	 : 2:30:48.901
2010-07-14-17:54:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:54:00.000-06:00I----- pdweb.http reqs	 : 8862
2010-07-14-17:54:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:54:00.000-06:00I----- pdweb.http avg-worker	 : 1.025
2010-07-14-17:54:00.000-06:00I----- pdweb.http total-worker	 : 2:31:25.092
2010-07-14-17:54:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:54:00.000-06:00I----- pdweb.http avg-webseal	 : 1.025
2010-07-14-17:54:00.000-06:00I----- pdweb.http total-webseal	 : 2:31:24.146
2010-07-14-17:55:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:55:00.000-06:00I----- pdweb.http reqs	 : 9026
2010-07-14-17:55:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:55:00.000-06:00I----- pdweb.http avg-worker	 : 1.029
2010-07-14-17:55:00.000-06:00I----- pdweb.http total-worker	 : 2:34:52.541
2010-07-14-17:55:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:55:00.000-06:00I----- pdweb.http avg-webseal	 : 1.029
2010-07-14-17:55:00.000-06:00I----- pdweb.http total-webseal	 : 2:34:51.571
2010-07-14-17:56:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:56:00.000-06:00I----- pdweb.http reqs	 : 9192
2010-07-14-17:56:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:56:00.000-06:00I----- pdweb.http avg-worker	 : 1.033
2010-07-14-17:56:00.000-06:00I----- pdweb.http total-worker	 : 2:38:17.658
2010-07-14-17:56:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:56:00.000-06:00I----- pdweb.http avg-webseal	 : 1.033
2010-07-14-17:56:00.000-06:00I----- pdweb.http total-webseal	 : 2:38:16.666
2010-07-14-17:57:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:57:00.000-06:00I----- pdweb.http reqs	 : 9357
2010-07-14-17:57:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:57:00.000-06:00I----- pdweb.http avg-worker	 : 1.034
2010-07-14-17:57:00.000-06:00I----- pdweb.http total-worker	 : 2:41:20.157
2010-07-14-17:57:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:57:00.000-06:00I----- pdweb.http avg-webseal	 : 1.034
2010-07-14-17:57:00.000-06:00I----- pdweb.http total-webseal	 : 2:41:19.150
2010-07-14-17:58:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:58:00.000-06:00I----- pdweb.http reqs	 : 9525
2010-07-14-17:58:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:58:00.000-06:00I----- pdweb.http avg-worker	 : 1.038
2010-07-14-17:58:00.000-06:00I----- pdweb.http total-worker	 : 2:44:50.810
2010-07-14-17:58:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:58:00.000-06:00I----- pdweb.http avg-webseal	 : 1.038
2010-07-14-17:58:00.000-06:00I----- pdweb.http total-webseal	 : 2:44:49.781
2010-07-14-17:59:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-17:59:00.000-06:00I----- pdweb.http reqs	 : 9688
2010-07-14-17:59:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-17:59:00.000-06:00I----- pdweb.http avg-worker	 : 1.025
2010-07-14-17:59:00.000-06:00I----- pdweb.http total-worker	 : 2:45:27.153
2010-07-14-17:59:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-17:59:00.000-06:00I----- pdweb.http avg-webseal	 : 1.024
2010-07-14-17:59:00.000-06:00I----- pdweb.http total-webseal	 : 2:45:26.111
2010-07-14-18:00:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:00:00.000-06:00I----- pdweb.http reqs	 : 9852
2010-07-14-18:00:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:00:00.000-06:00I----- pdweb.http avg-worker	 : 1.029
2010-07-14-18:00:00.000-06:00I----- pdweb.http total-worker	 : 2:48:57.665
2010-07-14-18:00:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:00:00.000-06:00I----- pdweb.http avg-webseal	 : 1.029
2010-07-14-18:00:00.000-06:00I----- pdweb.http total-webseal	 : 2:48:56.605
2010-07-14-18:01:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:01:00.000-06:00I----- pdweb.http reqs	 : 10018
2010-07-14-18:01:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:01:00.000-06:00I----- pdweb.http avg-worker	 : 1.033
2010-07-14-18:01:00.000-06:00I----- pdweb.http total-worker	 : 2:52:28.900
2010-07-14-18:01:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:01:00.000-06:00I----- pdweb.http avg-webseal	 : 1.033
2010-07-14-18:01:00.000-06:00I----- pdweb.http total-webseal	 : 2:52:27.822
2010-07-14-18:02:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:02:00.000-06:00I----- pdweb.http reqs	 : 10183
2010-07-14-18:02:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:02:00.000-06:00I----- pdweb.http avg-worker	 : 1.034
2010-07-14-18:02:00.000-06:00I----- pdweb.http total-worker	 : 2:55:28.315
2010-07-14-18:02:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:02:00.000-06:00I----- pdweb.http avg-webseal	 : 1.034
2010-07-14-18:02:00.000-06:00I----- pdweb.http total-webseal	 : 2:55:27.221
2010-07-14-18:03:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:03:00.000-06:00I----- pdweb.http reqs	 : 10349
2010-07-14-18:03:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:03:00.000-06:00I----- pdweb.http avg-worker	 : 1.037
2010-07-14-18:03:00.000-06:00I----- pdweb.http total-worker	 : 2:58:56.629
2010-07-14-18:03:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:03:00.000-06:00I----- pdweb.http avg-webseal	 : 1.037
2010-07-14-18:03:00.000-06:00I----- pdweb.http total-webseal	 : 2:58:55.513
2010-07-14-18:04:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:04:00.000-06:00I----- pdweb.http reqs	 : 10512
2010-07-14-18:04:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:04:00.000-06:00I----- pdweb.http avg-worker	 : 1.024
2010-07-14-18:04:00.000-06:00I----- pdweb.http total-worker	 : 2:59:32.590
2010-07-14-18:04:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:04:00.000-06:00I----- pdweb.http avg-webseal	 : 1.024
2010-07-14-18:04:00.000-06:00I----- pdweb.http total-webseal	 : 2:59:31.461
2010-07-14-18:05:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:05:00.000-06:00I----- pdweb.http reqs	 : 10680
2010-07-14-18:05:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:05:00.000-06:00I----- pdweb.http avg-worker	 : 1.028
2010-07-14-18:05:00.000-06:00I----- pdweb.http total-worker	 : 3:02:56.871
2010-07-14-18:05:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:05:00.000-06:00I----- pdweb.http avg-webseal	 : 1.027
2010-07-14-18:05:00.000-06:00I----- pdweb.http total-webseal	 : 3:02:55.729
2010-07-14-18:06:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:06:00.000-06:00I----- pdweb.http reqs	 : 10846
2010-07-14-18:06:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:06:00.000-06:00I----- pdweb.http avg-worker	 : 1.031
2010-07-14-18:06:00.000-06:00I----- pdweb.http total-worker	 : 3:06:24.542
2010-07-14-18:06:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:06:00.000-06:00I----- pdweb.http avg-webseal	 : 1.031
2010-07-14-18:06:00.000-06:00I----- pdweb.http total-webseal	 : 3:06:23.383
2010-07-14-18:07:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:07:00.000-06:00I----- pdweb.http reqs	 : 11011
2010-07-14-18:07:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:07:00.000-06:00I----- pdweb.http avg-worker	 : 1.032
2010-07-14-18:07:00.000-06:00I----- pdweb.http total-worker	 : 3:09:24.568
2010-07-14-18:07:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:07:00.000-06:00I----- pdweb.http avg-webseal	 : 1.032
2010-07-14-18:07:00.000-06:00I----- pdweb.http total-webseal	 : 3:09:23.380
2010-07-14-18:08:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:08:00.000-06:00I----- pdweb.http reqs	 : 11177
2010-07-14-18:08:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:08:00.000-06:00I----- pdweb.http avg-worker	 : 1.035
2010-07-14-18:08:00.000-06:00I----- pdweb.http total-worker	 : 3:12:53.113
2010-07-14-18:08:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:08:00.000-06:00I----- pdweb.http avg-webseal	 : 1.035
2010-07-14-18:08:00.000-06:00I----- pdweb.http total-webseal	 : 3:12:51.905
2010-07-14-18:09:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:09:00.000-06:00I----- pdweb.http reqs	 : 11334
2010-07-14-18:09:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:09:00.000-06:00I----- pdweb.http avg-worker	 : 1.024
2010-07-14-18:09:00.000-06:00I----- pdweb.http total-worker	 : 3:13:29.359
2010-07-14-18:09:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:09:00.000-06:00I----- pdweb.http avg-webseal	 : 1.024
2010-07-14-18:09:00.000-06:00I----- pdweb.http total-webseal	 : 3:13:28.140
2010-07-14-18:10:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:10:00.000-06:00I----- pdweb.http reqs	 : 11500
2010-07-14-18:10:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:10:00.000-06:00I----- pdweb.http avg-worker	 : 1.027
2010-07-14-18:10:00.000-06:00I----- pdweb.http total-worker	 : 3:16:54.079
2010-07-14-18:10:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:10:00.000-06:00I----- pdweb.http avg-webseal	 : 1.027
2010-07-14-18:10:00.000-06:00I----- pdweb.http total-webseal	 : 3:16:52.843
2010-07-14-18:11:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:11:00.000-06:00I----- pdweb.http reqs	 : 11668
2010-07-14-18:11:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:11:00.000-06:00I----- pdweb.http avg-worker	 : 1.029
2010-07-14-18:11:00.000-06:00I----- pdweb.http total-worker	 : 3:20:12.715
2010-07-14-18:11:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:11:00.000-06:00I----- pdweb.http avg-webseal	 : 1.029
2010-07-14-18:11:00.000-06:00I----- pdweb.http total-webseal	 : 3:20:11.459
2010-07-14-18:12:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:12:00.000-06:00I----- pdweb.http reqs	 : 11831
2010-07-14-18:12:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:12:00.000-06:00I----- pdweb.http avg-worker	 : 1.030
2010-07-14-18:12:00.000-06:00I----- pdweb.http total-worker	 : 3:23:14.535
2010-07-14-18:12:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:12:00.000-06:00I----- pdweb.http avg-webseal	 : 1.030
2010-07-14-18:12:00.000-06:00I----- pdweb.http total-webseal	 : 3:23:13.253
2010-07-14-18:13:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:13:00.000-06:00I----- pdweb.http reqs	 : 11997
2010-07-14-18:13:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:13:00.000-06:00I----- pdweb.http avg-worker	 : 1.033
2010-07-14-18:13:00.000-06:00I----- pdweb.http total-worker	 : 3:26:39.019
2010-07-14-18:13:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:13:00.000-06:00I----- pdweb.http avg-webseal	 : 1.033
2010-07-14-18:13:00.000-06:00I----- pdweb.http total-webseal	 : 3:26:37.715
2010-07-14-18:14:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:14:00.000-06:00I----- pdweb.http reqs	 : 12160
2010-07-14-18:14:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:14:00.000-06:00I----- pdweb.http avg-worker	 : 1.022
2010-07-14-18:14:00.000-06:00I----- pdweb.http total-worker	 : 3:27:15.461
2010-07-14-18:14:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:14:00.000-06:00I----- pdweb.http avg-webseal	 : 1.022
2010-07-14-18:14:00.000-06:00I----- pdweb.http total-webseal	 : 3:27:14.139
2010-07-14-18:15:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:15:00.000-06:00I----- pdweb.http reqs	 : 12320
2010-07-14-18:15:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:15:00.000-06:00I----- pdweb.http avg-worker	 : 1.026
2010-07-14-18:15:00.000-06:00I----- pdweb.http total-worker	 : 3:30:45.553
2010-07-14-18:15:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:15:00.000-06:00I----- pdweb.http avg-webseal	 : 1.026
2010-07-14-18:15:00.000-06:00I----- pdweb.http total-webseal	 : 3:30:44.219
2010-07-14-18:16:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:16:00.000-06:00I----- pdweb.http reqs	 : 12486
2010-07-14-18:16:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:16:00.000-06:00I----- pdweb.http avg-worker	 : 1.029
2010-07-14-18:16:00.000-06:00I----- pdweb.http total-worker	 : 3:34:13.530
2010-07-14-18:16:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:16:00.000-06:00I----- pdweb.http avg-webseal	 : 1.029
2010-07-14-18:16:00.000-06:00I----- pdweb.http total-webseal	 : 3:34:12.173
2010-07-14-18:17:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:17:00.000-06:00I----- pdweb.http reqs	 : 12651
2010-07-14-18:17:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:17:00.000-06:00I----- pdweb.http avg-worker	 : 1.030
2010-07-14-18:17:00.000-06:00I----- pdweb.http total-worker	 : 3:37:09.548
2010-07-14-18:17:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:17:00.000-06:00I----- pdweb.http avg-webseal	 : 1.030
2010-07-14-18:17:00.000-06:00I----- pdweb.http total-webseal	 : 3:37:08.176
2010-07-14-18:18:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:18:00.000-06:00I----- pdweb.http reqs	 : 12819
2010-07-14-18:18:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:18:00.000-06:00I----- pdweb.http avg-worker	 : 1.032
2010-07-14-18:18:00.000-06:00I----- pdweb.http total-worker	 : 3:40:37.932
2010-07-14-18:18:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:18:00.000-06:00I----- pdweb.http avg-webseal	 : 1.032
2010-07-14-18:18:00.000-06:00I----- pdweb.http total-webseal	 : 3:40:36.545
2010-07-14-18:19:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:19:00.000-06:00I----- pdweb.http reqs	 : 12980
2010-07-14-18:19:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:19:00.000-06:00I----- pdweb.http avg-worker	 : 1.022
2010-07-14-18:19:00.000-06:00I----- pdweb.http total-worker	 : 3:41:14.089
2010-07-14-18:19:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:19:00.000-06:00I----- pdweb.http avg-webseal	 : 1.022
2010-07-14-18:19:00.000-06:00I----- pdweb.http total-webseal	 : 3:41:12.677
2010-07-14-18:20:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:20:00.000-06:00I----- pdweb.http reqs	 : 13146
2010-07-14-18:20:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:20:00.000-06:00I----- pdweb.http avg-worker	 : 1.026
2010-07-14-18:20:00.000-06:00I----- pdweb.http total-worker	 : 3:44:46.770
2010-07-14-18:20:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:20:00.000-06:00I----- pdweb.http avg-webseal	 : 1.025
2010-07-14-18:20:00.000-06:00I----- pdweb.http total-webseal	 : 3:44:45.341
2010-07-14-18:21:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:21:00.000-06:00I----- pdweb.http reqs	 : 13312
2010-07-14-18:21:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:21:00.000-06:00I----- pdweb.http avg-worker	 : 1.028
2010-07-14-18:21:00.000-06:00I----- pdweb.http total-worker	 : 3:48:14.905
2010-07-14-18:21:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:21:00.000-06:00I----- pdweb.http avg-webseal	 : 1.028
2010-07-14-18:21:00.000-06:00I----- pdweb.http total-webseal	 : 3:48:13.456
2010-07-14-18:22:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:22:00.000-06:00I----- pdweb.http reqs	 : 13477
2010-07-14-18:22:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:22:00.000-06:00I----- pdweb.http avg-worker	 : 1.029
2010-07-14-18:22:00.000-06:00I----- pdweb.http total-worker	 : 3:51:14.154
2010-07-14-18:22:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:22:00.000-06:00I----- pdweb.http avg-webseal	 : 1.029
2010-07-14-18:22:00.000-06:00I----- pdweb.http total-webseal	 : 3:51:12.682
2010-07-14-18:23:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:23:00.000-06:00I----- pdweb.http reqs	 : 13643
2010-07-14-18:23:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:23:00.000-06:00I----- pdweb.http avg-worker	 : 1.032
2010-07-14-18:23:00.000-06:00I----- pdweb.http total-worker	 : 3:54:40.747
2010-07-14-18:23:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:23:00.000-06:00I----- pdweb.http avg-webseal	 : 1.032
2010-07-14-18:23:00.000-06:00I----- pdweb.http total-webseal	 : 3:54:39.261
2010-07-14-18:24:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:24:00.000-06:00I----- pdweb.http reqs	 : 13806
2010-07-14-18:24:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:24:00.000-06:00I----- pdweb.http avg-worker	 : 1.022
2010-07-14-18:24:00.000-06:00I----- pdweb.http total-worker	 : 3:55:16.202
2010-07-14-18:24:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:24:00.000-06:00I----- pdweb.http avg-webseal	 : 1.022
2010-07-14-18:24:00.000-06:00I----- pdweb.http total-webseal	 : 3:55:14.701
2010-07-14-18:25:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:25:00.000-06:00I----- pdweb.http reqs	 : 13970
2010-07-14-18:25:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:25:00.000-06:00I----- pdweb.http avg-worker	 : 1.025
2010-07-14-18:25:00.000-06:00I----- pdweb.http total-worker	 : 3:58:45.094
2010-07-14-18:25:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:25:00.000-06:00I----- pdweb.http avg-webseal	 : 1.025
2010-07-14-18:25:00.000-06:00I----- pdweb.http total-webseal	 : 3:58:43.569
2010-07-14-18:26:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:26:00.000-06:00I----- pdweb.http reqs	 : 14138
2010-07-14-18:26:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:26:00.000-06:00I----- pdweb.http avg-worker	 : 1.027
2010-07-14-18:26:00.000-06:00I----- pdweb.http total-worker	 : 4:02:09.771
2010-07-14-18:26:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:26:00.000-06:00I----- pdweb.http avg-webseal	 : 1.027
2010-07-14-18:26:00.000-06:00I----- pdweb.http total-webseal	 : 4:02:08.225
2010-07-14-18:27:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:27:00.000-06:00I----- pdweb.http reqs	 : 14303
2010-07-14-18:27:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:27:00.000-06:00I----- pdweb.http avg-worker	 : 1.028
2010-07-14-18:27:00.000-06:00I----- pdweb.http total-worker	 : 4:05:07.561
2010-07-14-18:27:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:27:00.000-06:00I----- pdweb.http avg-webseal	 : 1.028
2010-07-14-18:27:00.000-06:00I----- pdweb.http total-webseal	 : 4:05:06.001
2010-07-14-18:28:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:28:00.000-06:00I----- pdweb.http reqs	 : 14469
2010-07-14-18:28:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:28:00.000-06:00I----- pdweb.http avg-worker	 : 1.030
2010-07-14-18:28:00.000-06:00I----- pdweb.http total-worker	 : 4:08:32.033
2010-07-14-18:28:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:28:00.000-06:00I----- pdweb.http avg-webseal	 : 1.030
2010-07-14-18:28:00.000-06:00I----- pdweb.http total-webseal	 : 4:08:30.450
2010-07-14-18:29:00.000-06:00I----- HPDRA0387I   pdweb.http statistics report
2010-07-14-18:29:00.000-06:00I----- pdweb.http reqs	 : 14632
2010-07-14-18:29:00.000-06:00I----- pdweb.http max-worker	 : 2:54.115
2010-07-14-18:29:00.000-06:00I----- pdweb.http avg-worker	 : 1.021
2010-07-14-18:29:00.000-06:00I----- pdweb.http total-worker	 : 4:09:07.921
2010-07-14-18:29:00.000-06:00I----- pdweb.http max-webseal	 : 2:54.114
2010-07-14-18:29:00.000-06:00I----- pdweb.http avg-webseal	 : 1.021
